id_transaction,date,produit,quantite,prix_unitaire,vendeur,zone_client,mode_paiement,montant_fcfa
TXN0282,2024-02-03,Sardines en boîte,5,1200,Adjoua B.,Plateau,Carte bancaire,6000
TXN0283,2024-06-08,Lait en poudre (400g),15,1500,Kouamé A.,Adjamé,Mobile Money,22500
TXN0284,2024-06-22,Sucre (1kg),15,500,Bamba E.,Yopougon,Carte bancaire,7500
TXN0285,2024-04-24,Sucre (1kg),18,500,Adjoua B.,Yopougon,Mobile Money,9000
TXN0286,2024-02-19,Savon de ménage,19,1000,Aminata D.,Adjamé,Mobile Money,19000
TXN0287,2024-04-07,Eau minérale (1.5L),17,500,Aminata D.,Plateau,Espèces,8500
TXN0288,2024-06-03,Lait en poudre (400g),9,1500,Kouamé A.,Adjamé,Mobile Money,13500
TXN0289,2024-05-21,Huile végétale (5L),17,2000,Kouamé A.,Yopougon,Espèces,34000
TXN0290,2024-02-11,Farine de blé (1kg),15,750,Bamba E.,Plateau,Mobile Money,11250
TXN0291,2024-01-24,Sucre (1kg),15,500,Koffi C.,Cocody,Mobile Money,7500
TXN0292,2024-01-14,Sardines en boîte,17,1200,Koffi C.,Plateau,Mobile Money,20400
TXN0293,2024-01-21,Savon de ménage,8,1000,Kouamé A.,Yopougon,Espèces,8000
TXN0294,2024-06-15,Savon de ménage,5,1000,Adjoua B.,Cocody,Mobile Money,5000
TXN0295,2024-04-30,Lait en poudre (400g),16,1500,Aminata D.,Marcory,Espèces,24000
TXN0296,2024-01-21,Riz (sac 25kg),9,3500,Adjoua B.,Plateau,Carte bancaire,31500
TXN0297,2024-06-04,Eau minérale (1.5L),14,500,Kouamé A.,Yopougon,Espèces,7000
TXN0298,2024-03-18,Huile végétale (5L),2,2000,Adjoua B.,Adjamé,Carte bancaire,4000
TXN0299,2024-06-08,Tomate concentrée,3,500,Kouamé A.,Adjamé,Carte bancaire,1500
TXN0300,2024-05-17,Riz (sac 25kg),17,3500,Bamba E.,Plateau,Carte bancaire,59500
TXN0301,2024-02-06,Farine de blé (1kg),14,750,Kouamé A.,Marcory,Mobile Money,10500
TXN0302,2024-03-02,Sardines en boîte,6,1200,Kouamé A.,Marcory,Mobile Money,7200
TXN0303,2024-01-18,Eau minérale (1.5L),18,500,Bamba E.,Marcory,Carte bancaire,9000
TXN0304,2024-01-06,Sardines en boîte,16,1200,Kouamé A.,Adjamé,Mobile Money,19200
TXN0305,2024-03-05,Riz (sac 25kg),12,3500,Kouamé A.,Yopougon,Espèces,42000
TXN0306,2024-06-17,Huile végétale (5L),19,2000,Koffi C.,Plateau,Espèces,38000
TXN0307,2024-03-31,Eau minérale (1.5L),11,500,Adjoua B.,Adjamé,Carte bancaire,5500
TXN0308,2024-05-02,Lait en poudre (400g),5,1500,Kouamé A.,Adjamé,Espèces,7500
TXN0309,2024-03-16,Sucre (1kg),2,500,Adjoua B.,Cocody,Mobile Money,1000
TXN0310,2024-03-20,Eau minérale (1.5L),13,500,Bamba E.,Adjamé,Mobile Money,6500
TXN0311,2024-01-10,Sucre (1kg),10,500,Koffi C.,Cocody,Carte bancaire,5000
TXN0312,2024-03-25,Farine de blé (1kg),4,750,Koffi C.,Adjamé,Mobile Money,3000
TXN0313,2024-04-22,Sardines en boîte,11,1200,Adjoua B.,Adjamé,Carte bancaire,13200
TXN0314,2024-05-07,Savon de ménage,17,1000,Koffi C.,Cocody,Carte bancaire,17000
TXN0315,2024-04-18,Huile végétale (5L),14,2000,Bamba E.,Plateau,Carte bancaire,28000
TXN0316,2024-03-16,Savon de ménage,4,1000,Kouamé A.,Yopougon,Carte bancaire,4000
TXN0317,2024-03-16,Farine de blé (1kg),15,750,Bamba E.,Adjamé,Espèces,11250
TXN0318,2024-06-25,Tomate concentrée,12,500,Aminata D.,Cocody,Carte bancaire,6000
TXN0319,2024-03-31,Sardines en boîte,9,1200,Kouamé A.,Cocody,Carte bancaire,10800
TXN0320,2024-06-12,Sardines en boîte,12,1200,Bamba E.,Plateau,Espèces,14400
TXN0321,2024-02-06,Tomate concentrée,2,500,Adjoua B.,Cocody,Espèces,1000
TXN0322,2024-06-14,Savon de ménage,12,1000,Aminata D.,Marcory,Espèces,12000
TXN0323,2024-06-03,Lait en poudre (400g),15,1500,Koffi C.,Yopougon,Mobile Money,22500
TXN0324,2024-01-20,Lait en poudre (400g),17,1500,Koffi C.,Adjamé,Mobile Money,25500
TXN0325,2024-06-15,Farine de blé (1kg),8,750,Kouamé A.,Cocody,Carte bancaire,6000
TXN0326,2024-02-17,Tomate concentrée,17,500,Aminata D.,Marcory,Espèces,8500
TXN0327,2024-03-08,Farine de blé (1kg),15,750,Adjoua B.,Marcory,Mobile Money,11250
TXN0328,2024-06-26,Tomate concentrée,7,500,Kouamé A.,Plateau,Espèces,3500
TXN0329,2024-04-25,Lait en poudre (400g),15,1500,Kouamé A.,Yopougon,Carte bancaire,22500
TXN0330,2024-03-29,Huile végétale (5L),18,2000,Bamba E.,Yopougon,Mobile Money,36000
TXN0331,2024-02-10,Lait en poudre (400g),12,1500,Bamba E.,Plateau,Espèces,18000
TXN0332,2024-02-21,Lait en poudre (400g),8,1500,Aminata D.,Cocody,Mobile Money,12000
TXN0333,2024-05-21,Savon de ménage,15,1000,Bamba E.,Plateau,Carte bancaire,15000
TXN0334,2024-01-23,Huile végétale (5L),10,2000,Aminata D.,Adjamé,Carte bancaire,20000
TXN0335,2024-04-15,Sardines en boîte,19,1200,Kouamé A.,Plateau,Mobile Money,22800
TXN0336,2024-06-13,Huile végétale (5L),15,2000,Aminata D.,Marcory,Mobile Money,30000
TXN0337,2024-02-02,Eau minérale (1.5L),19,500,Adjoua B.,Plateau,Mobile Money,9500
TXN0338,2024-05-08,Riz (sac 25kg),4,3500,Bamba E.,Plateau,Mobile Money,14000
TXN0339,2024-02-12,Lait en poudre (400g),11,1500,Adjoua B.,Yopougon,Carte bancaire,16500
TXN0340,2024-03-13,Huile végétale (5L),9,2000,Adjoua B.,Marcory,Mobile Money,18000
TXN0341,2024-02-02,Farine de blé (1kg),18,750,Kouamé A.,Marcory,Carte bancaire,13500
TXN0342,2024-02-13,Lait en poudre (400g),6,1500,Bamba E.,Marcory,Mobile Money,9000
TXN0343,2024-05-24,Riz (sac 25kg),1,3500,,Cocody,Carte bancaire,3500
TXN0344,2024-05-27,Farine de blé (1kg),7,750,Bamba E.,Adjamé,Carte bancaire,5250
TXN0345,2024-06-12,Riz (sac 25kg),16,3500,Bamba E.,Yopougon,Carte bancaire,56000
TXN0346,2024-03-18,Tomate concentrée,8,500,Aminata D.,Yopougon,Mobile Money,4000
TXN0347,2024-01-19,Riz (sac 25kg),6,3500,Aminata D.,Adjamé,Mobile Money,21000
TXN0348,2024-04-28,Sucre (1kg),11,500,Bamba E.,Plateau,Mobile Money,5500
TXN0349,2024-03-22,Savon de ménage,13,1000,Adjoua B.,Yopougon,Carte bancaire,13000
TXN0350,2024-05-23,Huile végétale (5L),11,2000,Adjoua B.,Adjamé,Espèces,22000
TXN0351,2024-03-09,Tomate concentrée,8,500,Adjoua B.,Cocody,Espèces,4000
TXN0352,2024-03-15,Sardines en boîte,14,1200,Adjoua B.,Plateau,Mobile Money,16800
TXN0353,2024-05-27,Savon de ménage,7,1000,Adjoua B.,Adjamé,Carte bancaire,7000
TXN0354,2024-04-29,Tomate concentrée,10,500,Aminata D.,Cocody,Espèces,5000
TXN0355,2024-04-10,Eau minérale (1.5L),15,500,Adjoua B.,Plateau,Carte bancaire,7500
TXN0356,2024-03-31,Riz (sac 25kg),2,3500,Koffi C.,Adjamé,Carte bancaire,7000
TXN0357,2024-06-16,Tomate concentrée,10,500,Bamba E.,Cocody,Espèces,5000
TXN0358,2024-04-20,Lait en poudre (400g),9,1500,Koffi C.,Adjamé,Mobile Money,13500
TXN0359,2024-01-12,Sardines en boîte,2,1200,Bamba E.,Marcory,Espèces,2400
TXN0360,2024-04-02,Eau minérale (1.5L),10,500,Kouamé A.,Adjamé,Carte bancaire,5000
TXN0361,2024-04-25,Eau minérale (1.5L),9,500,Bamba E.,Marcory,Espèces,4500
TXN0362,2024-02-02,Huile végétale (5L),13,2000,Koffi C.,Yopougon,Carte bancaire,26000
TXN0363,2024-04-03,Lait en poudre (400g),7,1500,Bamba E.,Marcory,Mobile Money,10500
TXN0364,2024-05-08,Riz (sac 25kg),2,3500,Kouamé A.,Plateau,Carte bancaire,7000
TXN0365,2024-03-26,Tomate concentrée,17,500,Aminata D.,Plateau,Carte bancaire,8500
TXN0366,2024-05-11,Lait en poudre (400g),11,1500,Bamba E.,Yopougon,Espèces,16500
TXN0367,2024-04-10,Farine de blé (1kg),19,750,Koffi C.,Marcory,Carte bancaire,14250
TXN0368,2024-05-16,Tomate concentrée,19,500,Koffi C.,Adjamé,Espèces,9500
TXN0369,2024-04-04,Savon de ménage,4,1000,Aminata D.,Marcory,Mobile Money,4000
TXN0370,2024-06-25,Riz (sac 25kg),16,3500,Koffi C.,Marcory,Carte bancaire,56000
TXN0371,2024-02-28,Riz (sac 25kg),19,3500,Aminata D.,Plateau,Carte bancaire,66500
TXN0372,2024-06-10,Sardines en boîte,5,1200,Adjoua B.,Cocody,Carte bancaire,6000
TXN0373,2024-06-28,Huile végétale (5L),7,2000,Kouamé A.,Adjamé,Mobile Money,14000
TXN0374,2024-04-17,Lait en poudre (400g),14,1500,Adjoua B.,Adjamé,Carte bancaire,21000
TXN0375,2024-06-05,Tomate concentrée,2,500,Adjoua B.,Marcory,Espèces,1000
TXN0376,2024-05-23,Savon de ménage,16,1000,Bamba E.,Adjamé,Mobile Money,16000
TXN0377,2024-02-14,Tomate concentrée,18,500,Koffi C.,Marcory,Mobile Money,9000
TXN0378,2024-06-22,Farine de blé (1kg),16,750,Adjoua B.,Plateau,Mobile Money,12000
TXN0379,2024-05-22,Farine de blé (1kg),8,750,Koffi C.,Yopougon,Carte bancaire,6000
TXN0380,2024-02-23,Tomate concentrée,11,500,Aminata D.,Yopougon,Carte bancaire,5500
TXN0381,2024-03-11,Farine de blé (1kg),4,750,Bamba E.,Marcory,Mobile Money,3000
TXN0382,2024-04-11,Savon de ménage,5,1000,Koffi C.,Cocody,Mobile Money,5000
TXN0383,2024-01-21,Savon de ménage,15,1000,Koffi C.,Adjamé,Espèces,15000
TXN0384,2024-02-21,Eau minérale (1.5L),9,500,Bamba E.,Yopougon,Espèces,4500
TXN0385,2024-01-28,Sucre (1kg),8,500,Kouamé A.,,Espèces,4000
TXN0386,2024-06-12,Sucre (1kg),2,500,Kouamé A.,Adjamé,Mobile Money,1000
TXN0387,2024-04-30,Huile végétale (5L),5,2000,Kouamé A.,Marcory,Espèces,10000
TXN0388,2024-04-14,Tomate concentrée,16,500,Adjoua B.,Yopougon,Mobile Money,8000
TXN0389,2024-03-14,Riz (sac 25kg),3,3500,Bamba E.,Plateau,Carte bancaire,10500
TXN0390,2024-01-10,Lait en poudre (400g),14,1500,Adjoua B.,Cocody,Mobile Money,21000
TXN0391,2024-05-06,Lait en poudre (400g),10,1500,Kouamé A.,Cocody,Mobile Money,15000
TXN0392,2024-05-25,Huile végétale (5L),11,2000,Koffi C.,Adjamé,Carte bancaire,22000
TXN0393,2024-05-19,Eau minérale (1.5L),16,500,Adjoua B.,Marcory,Mobile Money,8000
TXN0394,2024-03-10,Sucre (1kg),4,500,Koffi C.,Plateau,Carte bancaire,2000
TXN0395,2024-04-27,Farine de blé (1kg),6,750,Kouamé A.,Yopougon,Mobile Money,4500
TXN0396,2024-05-25,Sucre (1kg),6,500,Bamba E.,Adjamé,Mobile Money,3000
TXN0397,2024-05-11,Savon de ménage,3,1000,Aminata D.,Cocody,Espèces,3000
TXN0398,2024-02-05,Tomate concentrée,11,500,Adjoua B.,Cocody,Mobile Money,5500
TXN0399,2024-04-08,Sucre (1kg),15,500,Koffi C.,Yopougon,Mobile Money,7500
TXN0400,2024-05-29,Riz (sac 25kg),9,3500,Koffi C.,Plateau,Espèces,31500
TXN0401,2024-06-19,Huile végétale (5L),15,2000,Koffi C.,Plateau,Mobile Money,30000
TXN0402,2024-06-24,Eau minérale (1.5L),10,500,Kouamé A.,Yopougon,Mobile Money,5000
TXN0403,2024-06-06,Sucre (1kg),8,500,Adjoua B.,Adjamé,Espèces,4000
TXN0404,2024-04-26,Savon de ménage,14,1000,Bamba E.,Adjamé,Carte bancaire,14000
TXN0405,2024-06-19,Sucre (1kg),8,500,Bamba E.,Cocody,Carte bancaire,4000
TXN0406,2024-04-24,Eau minérale (1.5L),12,500,Kouamé A.,Marcory,Espèces,6000
TXN0407,2024-01-16,Eau minérale (1.5L),17,500,Adjoua B.,Marcory,Carte bancaire,8500
TXN0408,2024-02-08,Lait en poudre (400g),11,1500,Bamba E.,Adjamé,Espèces,16500
TXN0409,2024-06-23,Sucre (1kg),19,500,Aminata D.,Cocody,Carte bancaire,9500
TXN0410,2024-04-24,Riz (sac 25kg),15,3500,Adjoua B.,Marcory,Mobile Money,52500
TXN0411,2024-04-26,Riz (sac 25kg),18,3500,Aminata D.,Yopougon,Carte bancaire,63000
TXN0412,2024-01-06,Sardines en boîte,9,1200,Kouamé A.,Plateau,Carte bancaire,10800
TXN0413,2024-01-19,Riz (sac 25kg),14,3500,Koffi C.,Cocody,Carte bancaire,49000
TXN0414,2024-01-16,Huile végétale (5L),16,2000,Kouamé A.,Yopougon,Mobile Money,32000
TXN0415,2024-02-16,Lait en poudre (400g),14,1500,Koffi C.,Adjamé,Mobile Money,21000
TXN0416,2024-04-06,Sardines en boîte,3,1200,Bamba E.,Plateau,Carte bancaire,3600
TXN0417,2024-03-30,Huile végétale (5L),6,2000,Bamba E.,Adjamé,Carte bancaire,12000
TXN0418,2024-02-02,Sucre (1kg),1,500,Kouamé A.,,Mobile Money,500
TXN0419,2024-06-21,Eau minérale (1.5L),14,500,Bamba E.,Adjamé,Espèces,7000
TXN0420,2024-03-04,Tomate concentrée,12,500,Adjoua B.,Yopougon,Espèces,6000
TXN0421,2024-01-29,Riz (sac 25kg),14,3500,Bamba E.,Cocody,Espèces,49000
TXN0422,2024-02-22,Huile végétale (5L),4,2000,Bamba E.,Cocody,Mobile Money,8000
TXN0423,2024-06-02,Riz (sac 25kg),8,3500,Kouamé A.,Adjamé,Mobile Money,28000
TXN0424,2024-02-29,Eau minérale (1.5L),7,500,,Plateau,Carte bancaire,3500
TXN0425,2024-03-15,Sucre (1kg),19,500,Koffi C.,Marcory,Carte bancaire,9500
TXN0426,2024-06-21,Savon de ménage,8,1000,Koffi C.,Plateau,Carte bancaire,8000
TXN0427,2024-05-13,Sucre (1kg),14,500,Koffi C.,Yopougon,Espèces,7000
TXN0428,2024-05-22,Lait en poudre (400g),14,1500,Bamba E.,Adjamé,Espèces,21000
TXN0429,2024-03-29,Sardines en boîte,17,1200,Koffi C.,Adjamé,Mobile Money,20400
TXN0430,2024-02-08,Farine de blé (1kg),13,750,Adjoua B.,Marcory,Mobile Money,9750
TXN0431,2024-03-02,Sucre (1kg),10,500,Adjoua B.,Adjamé,Espèces,5000
TXN0432,2024-05-23,Sardines en boîte,14,1200,Bamba E.,Marcory,Espèces,16800
TXN0433,2024-04-09,Sucre (1kg),9,500,Adjoua B.,Yopougon,Carte bancaire,4500
TXN0434,2024-01-21,Tomate concentrée,12,500,Kouamé A.,Marcory,Carte bancaire,6000
TXN0435,2024-02-18,Riz (sac 25kg),9,3500,Aminata D.,Marcory,Carte bancaire,31500
TXN0436,2024-01-11,Huile végétale (5L),7,2000,Bamba E.,Marcory,Espèces,14000
TXN0437,2024-05-02,Sucre (1kg),11,500,Koffi C.,Cocody,Espèces,5500
TXN0438,2024-02-18,Huile végétale (5L),16,2000,Adjoua B.,Marcory,Carte bancaire,32000
TXN0439,2024-02-22,Sardines en boîte,8,1200,Bamba E.,Yopougon,Mobile Money,9600
TXN0440,2024-04-07,Tomate concentrée,18,500,Koffi C.,Yopougon,Mobile Money,9000
TXN0441,2024-04-02,Eau minérale (1.5L),16,500,Aminata D.,Cocody,Carte bancaire,8000
TXN0442,2024-04-30,Savon de ménage,7,1000,Koffi C.,Yopougon,Mobile Money,7000
TXN0443,2024-01-12,Sucre (1kg),5,500,Kouamé A.,Yopougon,Carte bancaire,2500
TXN0444,2024-05-29,Sardines en boîte,10,1200,Adjoua B.,Plateau,Mobile Money,12000
TXN0445,2024-02-28,Sardines en boîte,19,1200,Adjoua B.,Adjamé,Carte bancaire,22800
TXN0446,2024-06-16,Savon de ménage,9,1000,Aminata D.,Adjamé,Mobile Money,9000
TXN0447,2024-02-13,Savon de ménage,6,1000,Adjoua B.,Marcory,Mobile Money,6000
TXN0448,2024-02-17,Eau minérale (1.5L),2,500,Bamba E.,Cocody,Espèces,1000
TXN0449,2024-06-20,Riz (sac 25kg),1,3500,Aminata D.,Plateau,Carte bancaire,3500
TXN0450,2024-02-29,Huile végétale (5L),5,2000,Kouamé A.,Plateau,Carte bancaire,10000
TXN0451,2024-04-26,Savon de ménage,2,1000,Bamba E.,Marcory,Mobile Money,2000
TXN0452,2024-06-17,Tomate concentrée,1,500,Kouamé A.,Marcory,Carte bancaire,500
TXN0453,2024-04-15,Riz (sac 25kg),1,3500,Bamba E.,Yopougon,Carte bancaire,3500
TXN0454,2024-03-14,Riz (sac 25kg),17,3500,Aminata D.,,Espèces,59500
TXN0455,2024-01-25,Eau minérale (1.5L),5,500,Adjoua B.,Plateau,Carte bancaire,2500
TXN0456,2024-05-14,Farine de blé (1kg),12,750,Koffi C.,Adjamé,Espèces,9000
TXN0457,2024-04-05,Sardines en boîte,15,1200,Bamba E.,Plateau,Carte bancaire,18000
TXN0458,2024-02-27,Farine de blé (1kg),3,750,Kouamé A.,Cocody,Mobile Money,2250
TXN0459,2024-04-07,Sardines en boîte,18,1200,Aminata D.,Cocody,Carte bancaire,21600
TXN0460,2024-01-03,Lait en poudre (400g),3,1500,Aminata D.,Adjamé,Carte bancaire,4500
TXN0461,2024-03-25,Huile végétale (5L),17,2000,Kouamé A.,Plateau,Espèces,34000
TXN0462,2024-06-26,Tomate concentrée,9,500,Kouamé A.,Cocody,Carte bancaire,4500
TXN0463,2024-03-12,Eau minérale (1.5L),19,500,Kouamé A.,Plateau,Mobile Money,9500
TXN0464,2024-01-05,Sucre (1kg),19,500,Adjoua B.,Adjamé,Espèces,9500
TXN0465,2024-03-17,Lait en poudre (400g),19,1500,Adjoua B.,Marcory,Mobile Money,28500
TXN0466,2024-06-22,Eau minérale (1.5L),11,500,Aminata D.,Plateau,Carte bancaire,5500
TXN0467,2024-01-21,Eau minérale (1.5L),12,500,,Cocody,Mobile Money,6000
TXN0468,2024-02-29,Huile végétale (5L),11,2000,Bamba E.,Marcory,Carte bancaire,22000
TXN0469,2024-04-11,Savon de ménage,1,1000,Koffi C.,Adjamé,Mobile Money,1000
TXN0470,2024-02-28,Savon de ménage,18,1000,Aminata D.,Adjamé,Espèces,18000
TXN0471,2024-06-23,Sardines en boîte,3,1200,Bamba E.,Yopougon,Espèces,3600
TXN0472,2024-01-19,Huile végétale (5L),9,2000,Adjoua B.,Adjamé,Carte bancaire,18000
TXN0473,2024-06-11,Lait en poudre (400g),13,1500,Koffi C.,Yopougon,Espèces,19500
TXN0474,2024-01-24,Riz (sac 25kg),10,3500,Aminata D.,Yopougon,Mobile Money,35000
TXN0475,2024-01-27,Lait en poudre (400g),3,1500,,Adjamé,Mobile Money,4500
TXN0476,2024-05-22,Eau minérale (1.5L),17,500,Aminata D.,Cocody,Espèces,8500
TXN0477,2024-01-23,Savon de ménage,18,1000,,Marcory,Carte bancaire,18000
TXN0478,2024-03-24,Sardines en boîte,1,1200,Koffi C.,Adjamé,Mobile Money,1200
TXN0479,2024-01-22,Eau minérale (1.5L),8,500,Bamba E.,Marcory,Espèces,4000
TXN0480,2024-06-24,Sardines en boîte,6,1200,Adjoua B.,Yopougon,Mobile Money,7200
TXN0481,2024-03-09,Tomate concentrée,5,500,Kouamé A.,Plateau,Mobile Money,2500
TXN0482,2024-03-11,Sardines en boîte,10,1200,Aminata D.,Cocody,Mobile Money,12000
TXN0483,2024-03-05,Sucre (1kg),16,500,Bamba E.,Marcory,Espèces,8000
TXN0484,2024-04-27,Huile végétale (5L),5,2000,Koffi C.,Cocody,Mobile Money,10000
TXN0485,2024-03-26,Sardines en boîte,11,1200,Aminata D.,Yopougon,Mobile Money,13200
TXN0486,2024-06-15,Lait en poudre (400g),10,1500,Koffi C.,Marcory,Carte bancaire,15000
TXN0487,2024-02-21,Tomate concentrée,11,500,Adjoua B.,Adjamé,Mobile Money,5500
TXN0488,2024-03-15,Tomate concentrée,19,500,Adjoua B.,Yopougon,Mobile Money,9500
TXN0489,2024-03-12,Sardines en boîte,12,1200,Kouamé A.,Marcory,Espèces,14400
TXN0490,2024-05-31,Eau minérale (1.5L),6,500,Bamba E.,Cocody,Carte bancaire,3000
TXN0491,2024-04-28,Sucre (1kg),15,500,Koffi C.,Cocody,Mobile Money,7500
TXN0492,2024-06-21,Tomate concentrée,5,500,,Plateau,Mobile Money,2500
TXN0493,2024-06-17,Lait en poudre (400g),14,1500,Aminata D.,Cocody,Mobile Money,21000
TXN0494,2024-06-02,Tomate concentrée,19,500,Aminata D.,Marcory,Carte bancaire,9500
TXN0495,2024-06-26,Sardines en boîte,18,1200,Kouamé A.,Yopougon,Carte bancaire,21600
TXN0496,2024-05-17,Huile végétale (5L),4,2000,Adjoua B.,Yopougon,Espèces,8000
TXN0497,2024-06-14,Riz (sac 25kg),19,3500,Aminata D.,Yopougon,Mobile Money,66500
TXN0498,2024-01-28,Riz (sac 25kg),4,3500,Koffi C.,Plateau,Carte bancaire,14000
TXN0499,2024-05-12,Eau minérale (1.5L),19,500,Bamba E.,Plateau,Mobile Money,9500
TXN0500,2024-04-05,Sardines en boîte,15,1200,Bamba E.,Marcory,Espèces,18000
TXN0501,2024-03-29,Riz (sac 25kg),16,3500,Kouamé A.,Yopougon,Mobile Money,56000
TXN0502,2024-01-22,Huile végétale (5L),5,2000,Koffi C.,Yopougon,Mobile Money,10000
TXN0503,2024-04-26,Sucre (1kg),17,500,,Yopougon,Mobile Money,8500
TXN0504,2024-01-25,Tomate concentrée,15,500,Koffi C.,Cocody,Mobile Money,7500
TXN0505,2024-01-12,Huile végétale (5L),1,2000,Koffi C.,Cocody,Carte bancaire,2000
TXN0506,2024-02-12,Sucre (1kg),17,500,,Marcory,Espèces,8500
TXN0507,2024-03-25,Eau minérale (1.5L),14,500,Aminata D.,Plateau,Mobile Money,7000
TXN0508,2024-06-10,Lait en poudre (400g),6,1500,Aminata D.,Adjamé,Espèces,9000
TXN0509,2024-06-06,Sucre (1kg),15,500,Bamba E.,Adjamé,Mobile Money,7500
TXN0510,2024-01-02,Sucre (1kg),7,500,Koffi C.,Cocody,Carte bancaire,3500
TXN0511,2024-01-27,Eau minérale (1.5L),6,500,Koffi C.,Yopougon,Espèces,3000
TXN0512,2024-04-27,Huile végétale (5L),9,2000,Aminata D.,Marcory,Carte bancaire,18000
TXN0513,2024-03-21,Sardines en boîte,13,1200,Bamba E.,Cocody,Mobile Money,15600
TXN0514,2024-03-31,Tomate concentrée,6,500,Koffi C.,Marcory,Carte bancaire,3000
TXN0515,2024-01-22,Lait en poudre (400g),11,1500,Kouamé A.,Plateau,Mobile Money,16500
TXN0516,2024-01-30,Lait en poudre (400g),12,1500,Adjoua B.,Marcory,Mobile Money,18000
TXN0517,2024-04-17,Lait en poudre (400g),19,1500,Aminata D.,Adjamé,Espèces,28500
TXN0518,2024-05-04,Eau minérale (1.5L),6,500,Bamba E.,Plateau,Mobile Money,3000
TXN0519,2024-03-14,Lait en poudre (400g),6,1500,Koffi C.,Adjamé,Carte bancaire,9000
TXN0520,2024-01-14,Savon de ménage,1,1000,Aminata D.,Plateau,Espèces,1000
TXN0521,2024-04-08,Eau minérale (1.5L),17,500,Aminata D.,Adjamé,Carte bancaire,8500
TXN0522,2024-05-05,Sardines en boîte,15,1200,Aminata D.,Plateau,Espèces,18000
TXN0523,2024-05-24,Riz (sac 25kg),8,3500,Koffi C.,Cocody,Mobile Money,28000
TXN0524,2024-02-27,Eau minérale (1.5L),10,500,Adjoua B.,Adjamé,Carte bancaire,5000
TXN0525,2024-05-06,Eau minérale (1.5L),17,500,Kouamé A.,Marcory,Espèces,8500
TXN0526,2024-03-09,Eau minérale (1.5L),12,500,Bamba E.,Cocody,Carte bancaire,6000
TXN0527,2024-04-22,Eau minérale (1.5L),7,500,Aminata D.,Cocody,Carte bancaire,3500
TXN0528,2024-06-16,Sucre (1kg),10,500,Kouamé A.,Adjamé,Mobile Money,5000
TXN0529,2024-03-30,Huile végétale (5L),15,2000,Kouamé A.,Plateau,Espèces,30000
TXN0530,2024-05-30,Savon de ménage,14,1000,Adjoua B.,Marcory,Espèces,14000
TXN0531,2024-02-22,Sucre (1kg),2,500,Bamba E.,Yopougon,Carte bancaire,1000
TXN0532,2024-03-12,Eau minérale (1.5L),6,500,Koffi C.,,Mobile Money,3000
TXN0533,2024-05-26,Farine de blé (1kg),17,750,Kouamé A.,Plateau,Mobile Money,12750
TXN0534,2024-01-16,Farine de blé (1kg),5,750,Adjoua B.,Plateau,Espèces,3750
TXN0535,2024-03-23,Sucre (1kg),13,500,Aminata D.,Plateau,Carte bancaire,6500
TXN0536,2024-06-10,Farine de blé (1kg),14,750,Aminata D.,Adjamé,Espèces,10500
TXN0537,2024-06-11,Huile végétale (5L),13,2000,Bamba E.,Yopougon,Carte bancaire,26000
TXN0538,2024-04-04,Tomate concentrée,16,500,Koffi C.,Marcory,Espèces,8000
TXN0539,2024-01-24,Tomate concentrée,12,500,Kouamé A.,Marcory,Mobile Money,6000
TXN0540,2024-02-25,Sardines en boîte,7,1200,Aminata D.,Yopougon,Mobile Money,8400
TXN0541,2024-03-13,Savon de ménage,18,1000,Bamba E.,Plateau,Carte bancaire,18000
TXN0542,2024-05-04,Savon de ménage,2,1000,Kouamé A.,Cocody,Carte bancaire,2000
TXN0543,2024-04-27,Riz (sac 25kg),4,3500,Adjoua B.,Adjamé,Mobile Money,14000
TXN0544,2024-01-01,Sardines en boîte,7,1200,Adjoua B.,Yopougon,Espèces,8400
TXN0545,2024-03-11,Huile végétale (5L),12,2000,Koffi C.,Cocody,Mobile Money,24000
TXN0546,2024-06-19,Lait en poudre (400g),2,1500,Aminata D.,Yopougon,Carte bancaire,3000
TXN0547,2024-06-28,Sucre (1kg),14,500,Kouamé A.,Cocody,Espèces,7000
TXN0548,2024-02-24,Tomate concentrée,3,500,Adjoua B.,Marcory,Espèces,1500
TXN0549,2024-05-12,Tomate concentrée,1,500,Kouamé A.,Yopougon,Espèces,500
TXN0550,2024-04-18,Lait en poudre (400g),16,1500,Kouamé A.,Plateau,Mobile Money,24000
TXN0551,2024-01-23,Huile végétale (5L),4,2000,Koffi C.,Yopougon,Mobile Money,8000
TXN0552,2024-02-05,Sardines en boîte,5,1200,Adjoua B.,Cocody,Carte bancaire,6000
TXN0553,2024-05-24,Riz (sac 25kg),6,3500,Aminata D.,Yopougon,Carte bancaire,21000
TXN0554,2024-02-24,Lait en poudre (400g),14,1500,Bamba E.,Adjamé,Espèces,21000
TXN0555,2024-01-23,Huile végétale (5L),5,2000,Kouamé A.,Marcory,Carte bancaire,10000
TXN0556,2024-04-08,Savon de ménage,14,1000,Koffi C.,Plateau,Espèces,14000
TXN0557,2024-03-11,Huile végétale (5L),8,2000,Bamba E.,Marcory,Carte bancaire,16000
TXN0558,2024-06-04,Farine de blé (1kg),1,750,Koffi C.,Plateau,Carte bancaire,750
TXN0559,2024-06-04,Eau minérale (1.5L),7,500,Aminata D.,Yopougon,Carte bancaire,3500
TXN0560,2024-01-14,Sucre (1kg),16,500,Aminata D.,Cocody,Espèces,8000
